Latitude (generated),Longitude (generated),start_year,Start_month,Gis Acres,Cause
35.77589977,-120.7180487,1999,7,3,2
35.77768243,-120.8044829,1999,7,12,14
35.78332786,-120.7682428,1999,6,843,13
35.78857242,-120.7330043,1999,7,12,13
35.8072158,-120.8065992,1999,6,8714,Prescribed Burn
35.81205974,-120.0103025,1999,8,244,2
35.8544076,-120.7912583,1999,6,10,14
36.00837187,-118.8225225,1999,7,200,7
36.12526959,-121.501358,1999,9,85835,1
36.15092222,-118.7511301,1999,10,9,7
36.43608021,-118.6475968,1999,8,614,Prescribed Burn
36.44759793,-118.7402614,1999,11,264,18
36.45015241,-118.7242325,1999,11,362,Prescribed Burn
36.46084754,-118.6640969,1999,11,393,Prescribed Burn
36.48861367,-118.8309171,1999,6,3,Prescribed Burn
36.56539961,-121.2252535,1999,8,1767,Prescribed Burn
36.5667057,-118.7671251,1999,10,6,Prescribed Burn
36.56855785,-118.7542446,1999,7,156,Prescribed Burn
36.60748916,-120.7313194,1999,4,1094,7
36.6166831,-118.7721173,1999,8,880,Prescribed Burn
36.67398894,-119.1733786,1999,6,97,2
36.67991254,-119.1307649,1999,5,17,2
36.69192249,-119.2198244,1999,7,39,11
36.73762747,-118.6892144,1999,9,574,1
36.75613914,-119.1728077,1999,6,42,7
36.75709441,-119.1195624,1999,7,14,7
36.75722551,-119.1673219,1999,6,10,7
36.75785147,-119.0987984,1999,9,10,9
36.7889451,-119.4745046,1999,7,1185,11
36.79018403,-118.6588922,1999,5,0,Prescribed Burn
36.79081626,-119.3680871,1999,8,326,1
36.83376168,-118.6562453,1999,10,2719,Prescribed Burn
36.93690909,-118.2868062,1999,3,2981,9
36.93974204,-119.6976569,1999,7,18,11
36.96693463,-119.0039749,1999,10,12,9
36.97205199,-119.5496798,1999,8,61,1
37.02615247,-119.51265,1999,7,24,7
37.07226563,-118.9114439,1999,8,56,1
37.10711835,-121.1038131,1999,6,1777,14
37.12127831,-119.4805101,1999,5,10,9
37.13200953,-119.4435045,1999,6,10,2
37.13527688,-119.5259441,1999,9,24,9
37.61982083,-120.2950283,1999,8,713,14
37.62997997,-120.3236366,1999,10,177,14
37.6360242,-119.5866075,1999,7,2144,1
37.66669563,-120.4371446,1999,6,76,11
37.68205161,-120.1609773,1999,7,392,14
37.70417998,-120.212622,1999,9,543,14
37.76977057,-120.2693048,1999,7,140,7
37.79696755,-120.7248687,1999,6,55,3
37.8328992,-120.3724359,1999,9,355,1
37.84166789,-119.9881961,1999,8,3995,2
37.89101768,-122.5666656,1999,11,11,Prescribed Burn
37.89731827,-119.6427598,1999,8,374,1
37.96261477,-122.608712,1999,7,85,Prescribed Burn
37.97422952,-122.5843787,1999,7,27,Prescribed Burn
38.00691199,-120.50932,1999,7,55,7
38.00790267,-120.2541439,1999,7,105,2
38.04590334,-122.6851732,1999,8,56,14
38.04750748,-119.0970941,1999,12,11,5
38.08420229,-120.8983621,1999,9,317,7
38.14956821,-122.5706791,1999,6,63,Prescribed Burn
38.20162729,-120.7815144,1999,8,205,11
38.2025853,-120.7759436,1999,8,107,11
38.39109389,-118.6091033,1999,8,429,2
38.39690845,-119.4439456,1999,7,246,3
38.40429437,-121.9890427,1999,7,437,9
38.42759274,-120.434628,1999,9,114,1
38.44120305,-119.9107945,1999,8,2751,1
38.54336838,-119.9135081,1999,8,325,1
38.58115998,-120.4544835,1999,11,37,5
38.71096326,-122.188433,1999,9,219,1
38.71479695,-120.1625363,1999,9,11,1
38.72298351,-122.8351511,1999,10,1407,11
38.80396006,-119.7654997,1999,8,28,1
38.82887482,-122.3361433,1999,10,37893,7
38.83437678,-120.5788933,1999,10,10,9
38.84904725,-123.5398991,1999,12,65,5
38.88491753,-122.2612053,1999,9,2995,14
38.90624936,-122.0218239,1999,10,443,14
38.94916576,-120.4725407,1999,1,17,9
39.25746841,-123.1180912,1999,7,18,2
39.38948599,-120.0353882,1999,7,283,7
39.4293961,-121.1754248,1999,10,12324,9
39.43979819,-121.4624352,1999,8,278,1
39.53403556,-121.4112156,1999,8,1572,1
39.56760425,-119.8344384,1999,10,13,9
39.59012313,-121.3879829,1999,8,736,1
39.60640561,-119.9032008,1999,9,167,14
39.61678667,-119.9277941,1999,7,29,1
39.62191811,-119.9336981,1999,6,88,14
39.62352317,-121.3020229,1999,8,1785,1
39.64025686,-121.4726801,1999,8,2610,1
39.70512099,-121.0395324,1999,8,1480,1
39.71661353,-121.3515784,1999,8,51,1
39.71669685,-123.6159755,1999,12,22,5
39.78200042,-121.6959819,1999,8,10857,1
39.78714655,-121.0935424,1999,8,467,1
39.82242177,-122.3637656,1999,9,175,3
39.83243208,-121.0185982,1999,8,4713,1
39.83778458,-122.8855923,1999,5,430,5
39.84748989,-121.7504723,1999,8,16757,1
39.85074706,-121.0912917,1999,8,2615,1
39.85808866,-121.6987439,1999,8,995,1
39.8661301,-120.9846799,1999,8,135,9
39.88251644,-121.3108899,1999,8,34236,1
39.89262536,-120.3344824,1999,8,4941,2
39.89317293,-120.9717409,1999,8,178,1
39.89522268,-122.3625685,1999,7,188,2
39.93493305,-122.6101549,1999,7,634,2
39.97754117,-121.4511858,1999,8,6,1
39.98224529,-122.5899803,1999,9,176,1
40.10597514,-122.4261147,1999,6,1455,2
40.12505906,-122.0862493,1999,8,139,1
40.13875824,-122.2721216,1999,8,909,1
40.17017545,-121.8117867,1999,9,60391,14
40.18502896,-121.7006725,1999,8,24,1
40.20545354,-122.047694,1999,8,844,1
40.22043493,-121.6653711,1999,9,108,14
40.23813449,-122.1331642,1999,8,370,1
40.26292974,-122.1233559,1999,8,132,1
40.27571722,-122.6545996,1999,8,118,1
40.27985603,-122.2247892,1999,6,7,8
40.28321328,-121.9726019,1999,8,16884,1
40.30231817,-122.2159902,1999,8,580,1
40.30339912,-122.1811427,1999,8,1040,1
40.30457752,-122.1242106,1999,8,5953,1
40.38430478,-122.105398,1999,8,6456,1
40.39960116,-120.7787985,1999,7,52,7
40.41000452,-122.1487836,1999,8,18,2
40.44842501,-121.8379522,1999,9,517,1
40.46651606,-122.4067455,1999,9,2580,2
40.59780194,-120.617489,1999,8,7048,2
40.64351381,-122.700605,1999,7,66,7
40.66254026,-122.2304283,1999,10,26203,9
40.68659204,-122.2119041,1999,10,389,Prescribed Burn
40.68793074,-122.2348651,1999,10,512,Prescribed Burn
40.69395955,-122.8195538,1999,7,1946,5
40.70241112,-122.5144593,1999,8,871,1
40.71207797,-120.8040996,1999,5,80,9
40.72051887,-122.2106365,1999,10,305,Prescribed Burn
40.72971049,-122.0489428,1999,7,26,2
40.77136462,-122.5502062,1999,8,286,1
40.78198649,-122.4453821,1999,8,5705,1
40.80115063,-121.0053235,1999,8,782,9
40.83302393,-122.4928194,1999,8,12400,1
40.83469377,-122.4558899,1999,8,5478,1
40.87157009,-122.4634791,1999,8,651,1
40.87211133,-122.4316555,1999,8,5110,1
40.87583025,-121.4154574,1999,8,4,1
40.87717639,-123.378697,1999,8,15961,1
40.88471219,-122.48377,1999,8,1967,1
40.90842526,-122.4804177,1999,8,2040,1
40.96707072,-122.3128393,1999,8,3085,1
40.97063343,-122.5070648,1999,8,1668,1
41.04153361,-123.462482,1999,8,125073,1
41.06429641,-121.65437,1999,6,12,6
41.074561,-120.0087028,1999,8,12,1
41.20019109,-123.7393567,1999,4,138,Prescribed Burn
41.26717426,-121.544769,1999,8,4,1
41.28020158,-121.8082795,1999,3,23,Prescribed Burn
41.40169341,-122.8502404,1999,11,44,Prescribed Burn
41.40884151,-123.2756364,1999,7,826,1
41.4411726,-120.1373502,1999,8,27,14
41.46058279,-121.4293892,1999,5,1441,9
41.48489872,-121.305376,1999,7,63,1
41.51954159,-121.2891649,1999,8,16,1
41.52444886,-122.6671195,1999,11,16,Prescribed Burn
41.54080795,-120.9138622,1999,9,51,14
41.56721947,-120.5991517,1999,7,26,1
41.59831773,-120.6047085,1999,8,73,14
41.61666867,-120.0787629,1999,9,2841,14
41.63399931,-120.0970207,1999,8,8,14
41.64554902,-122.3784956,1999,8,150,2
41.64897874,-122.3469952,1999,7,10,2
41.66344168,-120.8905417,1999,8,112,14
41.67207835,-122.6591144,1999,11,38,Prescribed Burn
41.73489937,-122.69728,1999,10,16,9
41.75404156,-123.3423396,1999,7,1148,1
41.76505736,-121.0571519,1999,8,30578,14
41.7798593,-121.6231184,1999,8,4394,9
41.79285506,-121.6041882,1999,8,670,1
41.80258194,-121.7041029,1999,8,215,1
41.80954182,-121.2068858,1999,8,83,1
41.81771515,-123.8186672,1999,9,30,2
41.82373494,-122.3356187,1999,9,9,7
41.83946905,-120.5041088,1999,9,30,1
41.87510199,-120.0590021,1999,8,639,1
41.88716765,-120.9914778,1999,9,8,9
32.63091572,-116.669816,2000,6,1323,4
32.65721435,-116.3352223,2000,7,75,14
32.66098137,-116.6720685,2000,4,11,14
32.67494184,-116.5522546,2000,7,276,4
32.70970423,-116.7068523,2000,9,495,7
32.76696393,-116.6082711,2000,9,19,2
32.77026583,-116.4759261,2000,7,241,7
32.92762623,-117.0266497,2000,6,269,14
33.07293207,-116.7021139,2000,2,130,Prescribed Burn
33.07958427,-116.6986364,2000,2,639,Prescribed Burn
33.4265133,-117.015184,2000,7,11734,14
33.47377574,-117.5288137,2000,9,445,14
33.53055046,-117.2512999,2000,6,133,Prescribed Burn
33.68977538,-117.6369308,2000,6,11,7
33.77458581,-117.7416562,2000,12,52,2
33.82619216,-117.5805102,2000,8,18,9
33.90423988,-117.1558034,2000,7,42,14
33.99864779,-116.9150101,2000,9,444,2
34.04804683,-118.8646315,2000,10,29,Prescribed Burn
34.04896578,-118.8641457,2000,4,26,Prescribed Burn
34.05131741,-118.864952,2000,6,11,Prescribed Burn
34.05243535,-118.9035368,2000,4,66,Prescribed Burn
34.06056108,-118.9007283,2000,12,20,Prescribed Burn
34.06165745,-118.9029729,2000,6,74,Prescribed Burn
34.06583612,-118.8999672,2000,12,18,Prescribed Burn
34.14777166,-117.8142316,2000,7,199,8
34.1907428,-118.6860743,2000,6,1074,14
34.24651934,-118.2880291,2000,7,7,9
34.28177469,-118.3637359,2000,10,35,14
34.39335922,-118.6638894,2000,8,121,14
34.4001635,-117.8221423,2000,7,39,7
34.40578522,-119.2504353,2000,9,77,14
34.41928241,-119.2721648,2000,8,80,14
34.44933611,-118.6033539,2000,5,29,Prescribed Burn
34.45903166,-118.609222,2000,5,76,Prescribed Burn
34.46542507,-118.3115762,2000,2,172,14
34.47586361,-120.1376175,2000,10,11,14
34.50866841,-118.2780692,2000,9,789,14
34.52354148,-120.4346597,2000,10,1005,Prescribed Burn
34.53057859,-120.1981517,2000,8,27,14
34.55801656,-120.5284733,2000,1,8,11
34.55893044,-118.5148225,2000,6,253,14
34.56598906,-118.4853657,2000,7,99,9
34.5735602,-120.6322734,2000,7,1,9
34.57685144,-120.6407257,2000,9,0,11
34.57844431,-119.7519541,2000,6,187,7
34.57924202,-119.9749703,2000,8,0,14
34.57957469,-119.9767576,2000,8,7,14
34.58678946,-118.6992593,2000,9,350,9
34.61939952,-120.0746324,2000,6,10,14
34.63006784,-120.6100308,2000,9,24,9
34.6385461,-119.8980202,2000,1,5499,Prescribed Burn
34.66312656,-120.1818686,2000,9,193,14
34.67187032,-118.3978786,2000,7,74,14
34.67333464,-120.4531725,2000,8,1,14
34.68466549,-120.5621309,2000,1,3,Prescribed Burn
34.69922522,-119.9197894,2000,8,40,1
34.72730682,-120.5017922,2000,6,15,5
34.75979237,-120.5296944,2000,7,0,8
34.76186406,-120.3201541,2000,8,81,14
34.78194799,-120.0113208,2000,6,117,9
34.79335075,-120.4997949,2000,9,9330,9
34.79761512,-120.5887907,2000,9,979,11
34.98991771,-119.9179026,2000,5,30,14
35.21145387,-120.8144108,2000,4,9,14
35.2615812,-118.5528746,2000,8,1055,1
35.29220917,-120.7260473,2000,7,2,14
35.30887753,-119.9820867,2000,5,10,14
35.35950294,-120.0155779,2000,7,396,14
35.4472355,-118.3055054,2000,9,8,9
35.47553707,-120.6223488,2000,9,14,14
35.49239333,-118.4690479,2000,8,5106,1
35.57445181,-120.9091476,2000,8,180,14
35.5880144,-120.4376963,2000,5,70,14
35.61861598,-120.5473766,2000,6,19,14
35.65370494,-118.9435707,2000,6,324,11
35.72179246,-118.4497114,2000,7,74,2
35.72625814,-120.1724428,2000,7,715,10
35.75720086,-118.4341891,2000,6,73,8
35.77126598,-120.2478659,2000,7,203,14
35.77502702,-120.2365959,2000,6,178,14
35.82895172,-118.9620027,2000,7,21,10
35.91105359,-118.4128756,2000,7,36,9
35.9249227,-121.4262058,2000,7,5812,9
35.97037858,-118.1730664,2000,7,79223,9
36.06480314,-118.9611283,2000,7,21,7
36.06541794,-117.0562939,2000,7,4908,5
36.0659404,-118.901442,2000,10,59,11
36.0667823,-118.898656,2000,9,21,9
36.0932413,-118.8723037,2000,7,331,7
36.16096891,-118.6860651,2000,7,50,9
36.22905747,-119.0548681,2000,6,886,18
36.24483102,-119.0627594,2000,6,176,7
36.259108,-120.7330781,2000,9,1736,2
36.28803547,-120.3108699,2000,6,121,11
36.30010649,-120.7219719,2000,9,491,Prescribed Burn
36.31465665,-118.868437,2000,9,1675,Prescribed Burn
36.39439592,-121.4792374,2000,9,982,Prescribed Burn
36.44892999,-118.7379155,2000,1,5,18
36.47177752,-118.6638983,2000,1,99,Prescribed Burn
36.57326288,-119.0715051,2000,10,1569,Prescribed Burn
36.60753067,-120.5929144,2000,7,47,3
36.69179517,-119.1477851,2000,7,25,2
36.72693606,-119.0289515,2000,9,238,2
36.75282919,-119.2393524,2000,6,9,2
36.76019493,-119.4356791,2000,7,168,5
36.79449978,-118.5759102,2000,7,51,7
36.89440849,-119.5079443,2000,7,52,2
36.89687166,-118.3094915,2000,8,322,1
36.91986266,-120.8378428,2000,7,200,10
36.93317103,-119.6474037,2000,9,20,2
37.01559203,-119.787674,2000,9,284,14
37.02366467,-119.7775358,2000,9,147,14
37.0558601,-119.5766033,2000,10,481,Prescribed Burn
37.06970763,-119.4506976,2000,8,654,7
37.08372758,-121.0744725,2000,8,1707,10
37.19452824,-119.6641524,2000,10,345,Prescribed Burn
37.30755217,-118.958074,2000,7,39,9
37.43040348,-119.6699918,2000,3,62,Prescribed Burn
37.43201969,-119.6709474,2000,3,122,Prescribed Burn
37.43409571,-119.671985,2000,3,11,Prescribed Burn
37.43590075,-119.6652686,2000,3,140,Prescribed Burn
37.43726078,-119.6653467,2000,3,72,Prescribed Burn
37.43762222,-119.6559375,2000,3,69,Prescribed Burn
37.61020463,-120.1637928,2000,8,8206,2
37.65257754,-119.8825439,2000,8,82,9
37.71556727,-120.2506865,2000,7,2592,9
37.73710998,-120.2047625,2000,10,1914,Prescribed Burn
37.7811016,-119.4238383,2000,10,38,1
37.82421487,-122.5285773,2000,10,11,8
37.87886554,-120.4682587,2000,8,48,10
37.93376489,-122.6456962,2000,8,8,14
37.94848382,-119.1060025,2000,5,700,4
37.97088708,-122.6487954,2000,5,3,14
37.97344972,-122.6002077,2000,10,26,Prescribed Burn
37.97905371,-122.5291761,2000,7,8,14
38.02084601,-120.1110726,2000,1,41,5
38.02770934,-122.5443459,2000,7,5,14
38.04891944,-120.4530955,2000,8,289,2
38.06180604,-122.7065024,2000,6,9,14
38.20703788,-120.6936517,2000,8,68,9
38.23547312,-120.7836996,2000,8,210,7
38.33164992,-118.8139045,2000,7,207,14
38.35076243,-120.4006029,2000,3,158,5
38.43729653,-119.7923858,2000,6,222,1
38.48726527,-121.9725211,2000,8,404,14
38.53166976,-122.2432495,2000,6,4860,10
38.53592553,-119.5267097,2000,8,1528,1
38.71429119,-119.3876155,2000,8,38,1
38.73216154,-122.131842,2000,9,390,7
38.74141447,-122.5742514,2000,11,3960,2
38.83157552,-119.8043953,2000,8,19,1
38.83740203,-119.6499238,2000,6,546,2
38.86270919,-119.6831997,2000,8,101,14
38.86286839,-121.0654013,2000,8,148,14
38.90780096,-122.5394002,2000,7,3316,2
38.95981695,-120.9467407,2000,8,349,3
39.12641554,-120.668121,2000,8,96,2
39.17727744,-123.6389024,2000,4,17,5
39.3074441,-121.1147445,2000,9,84,Prescribed Burn
39.34814369,-123.6098349,2000,10,46,5
39.36214396,-119.7916821,2000,8,45,1
39.44013816,-119.8349628,2000,8,2786,1
39.4507036,-123.2185259,2000,4,16,5
39.45187317,-122.8535321,2000,3,1358,4
39.46792569,-119.8654754,2000,7,18,8
39.48363828,-121.5739787,2000,6,487,6
39.49760351,-119.9149752,2000,6,46,1
39.50719252,-120.0203294,2000,8,17,1
39.55967198,-119.959608,2000,6,604,1
39.57549307,-119.8932363,2000,6,10,1
39.5834357,-119.8742971,2000,7,1109,14
39.60405611,-123.4693325,2000,11,21,5
39.62642835,-122.6874732,2000,3,1110,9
39.72632914,-121.5226879,2000,9,1835,2
39.91543765,-122.6279367,2000,9,8284,18
39.96521922,-122.3592516,2000,10,137,11
40.02017031,-122.3028241,2000,9,305,7
40.0203709,-121.2918895,2000,8,56076,6
40.03585621,-122.6817546,2000,4,141,5
40.33225942,-123.3685075,2000,10,1010,7
40.40040765,-120.7784103,2000,7,114,14
40.43513127,-120.7853887,2000,7,1117,4
40.58489371,-122.8905144,2000,6,19,11
40.6953934,-122.3358562,2000,8,321,2
41.21381743,-121.4650099,2000,6,19,1
41.29728678,-120.8869066,2000,7,14,8
41.37474249,-123.4853765,2000,7,70,9
41.41717727,-122.8276849,2000,2,109,Prescribed Burn
41.48771711,-122.4904689,2000,7,12,6
41.49473861,-122.7335077,2000,4,51,Prescribed Burn
41.5488372,-122.4875682,2000,6,89,14
41.58245873,-122.9562838,2000,4,13,5
41.58820656,-122.2837944,2000,8,58,7
41.59608312,-122.5591699,2000,3,500,Prescribed Burn
41.64759182,-122.3849819,2000,6,5,5
41.66673298,-122.6574983,2000,10,213,Prescribed Burn
41.7137067,-122.6187077,2000,8,4,14
41.77267812,-122.642971,2000,7,2,7
41.77298146,-122.644682,2000,6,2,5
41.78141304,-122.6110852,2000,6,39,9
41.78293764,-122.5991514,2000,10,4,2
41.79301481,-122.5860162,2000,7,29,5
41.80711656,-122.4825012,2000,8,342,6
41.8130771,-122.4605325,2000,7,813,6
41.83158078,-122.4817715,2000,8,27,6
41.86363864,-122.8870077,2000,7,1720,9
41.92309083,-122.5368133,2000,8,20,2
41.95697286,-121.3321064,2000,8,22,9
42.00849997,-122.2750048,2000,8,139,1
32.60044055,-116.5983885,2001,12,1409,9
32.61778137,-116.3145231,2001,4,423,Prescribed Burn
32.73816641,-116.9571421,2001,7,40,8
32.79312238,-116.7497994,2001,1,10438,3
33.50971745,-117.3092483,2001,1,273,Prescribed Burn
33.59326689,-116.9024165,2001,7,198,1
33.60162508,-117.7595998,2001,9,6,7
33.64097658,-117.7859252,2001,9,26,11
33.67651553,-116.8252265,2001,6,263,7
33.6842983,-116.838048,2001,10,182,7
33.70859771,-116.7573656,2001,9,21,9
33.74960863,-117.2937795,2001,7,283,14
33.78102396,-116.8940683,2001,8,10,9
33.84467127,-116.5796852,2001,6,124,7
33.85399174,-117.4085527,2001,6,225,9
33.85983453,-116.8459849,2001,7,345,2
33.92077189,-120.0495926,2001,6,36,4
33.96261258,-117.2794661,2001,6,1404,7
34.00720383,-118.3596553,2001,12,23,Prescribed Burn
34.01788214,-117.2361137,2001,7,1798,10
34.05180611,-118.8860586,2001,1,20,Prescribed Burn
34.05423295,-118.8853022,2001,4,17,Prescribed Burn
34.05874289,-118.901592,2001,4,21,Prescribed Burn
34.15886248,-117.8346023,2001,7,36,14
34.17548519,-117.0560856,2001,6,1074,9
34.18448701,-117.446747,2001,9,126,7
34.19421353,-117.2850348,2001,8,76,9
34.20665604,-117.3241651,2001,7,79,7
34.21769262,-117.3355132,2001,9,139,9
34.21988066,-118.8034441,2001,6,279,14
34.23239016,-118.2137096,2001,6,34,Prescribed Burn
34.23251261,-118.2113212,2001,11,41,Prescribed Burn
34.23317336,-118.1978154,2001,5,17,Prescribed Burn
34.23499802,-117.4493811,2001,7,531,6
34.30466159,-118.8759948,2001,7,36,14
34.31647266,-116.7645194,2001,6,16,4
34.3169488,-117.4738168,2001,6,166,2
34.42729526,-119.2656763,2001,9,28,14
34.43236599,-118.7578847,2001,6,65,14
34.45050159,-119.0656461,2001,9,174,9
34.47253422,-118.474611,2001,7,194,14
34.47523857,-120.0383197,2001,8,29,14
34.49423351,-118.4939218,2001,10,6402,14
34.50373219,-118.6491163,2001,8,1789,14
34.53596455,-118.6584635,2001,8,52,14
34.58246932,-120.56262,2001,6,0,3
34.61285148,-120.5552482,2001,5,1,11
34.63017426,-120.6100197,2001,10,12,9
34.7112298,-119.3526289,2001,10,63,9
34.76213626,-120.5591116,2001,7,297,Prescribed Burn
34.77307257,-120.1343512,2001,6,0,10
34.77488827,-120.1416444,2001,6,0,10
34.77654837,-120.150449,2001,6,0,10
34.7820925,-120.1623371,2001,6,1,10
34.78635357,-120.1721365,2001,6,1,10
34.83930076,-120.5155588,2001,8,13,2
34.86086199,-120.5952473,2001,8,6,11
34.8850033,-120.2319603,2001,7,24,2
35.11891297,-120.4342116,2001,10,1449,Prescribed Burn
35.22710948,-118.4590793,2001,10,1437,Prescribed Burn
35.44850941,-118.8812311,2001,6,601,14
35.46393177,-118.7517,2001,6,566,9
35.52034554,-118.6360106,2001,6,559,9
35.75102742,-120.7383917,2001,6,372,Prescribed Burn
35.75926975,-120.915675,2001,5,579,Prescribed Burn
35.76791501,-120.8182092,2001,6,261,Prescribed Burn
35.77078155,-120.7330703,2001,6,395,Prescribed Burn
35.77338905,-120.8165085,2001,5,16,Prescribed Burn
35.7752512,-120.8186275,2001,5,61,Prescribed Burn
35.77644679,-120.7993687,2001,6,388,Prescribed Burn
35.77796091,-120.8091768,2001,6,160,Prescribed Burn
35.7819109,-120.8202929,2001,5,783,Prescribed Burn
35.78980117,-120.8275793,2001,5,137,Prescribed Burn
35.79993551,-120.793706,2001,6,579,Prescribed Burn
35.80276792,-120.8255958,2001,6,545,Prescribed Burn
35.80489702,-120.7720629,2001,6,4,Prescribed Burn
35.80540735,-120.7736855,2001,6,39,Prescribed Burn
35.80740566,-120.7794672,2001,6,405,Prescribed Burn
35.81233091,-120.76258,2001,6,24,13
35.81465926,-120.8129322,2001,6,481,Prescribed Burn
35.81684968,-120.7664138,2001,5,36,13
35.82276786,-120.8058617,2001,6,521,13
35.82799706,-120.7919938,2001,6,885,Prescribed Burn
35.83442326,-120.7669214,2001,5,441,Prescribed Burn
35.83989468,-120.7912245,2001,7,386,Prescribed Burn
35.84266638,-120.7860978,2001,7,114,Prescribed Burn
35.84504891,-120.7802214,2001,7,659,Prescribed Burn
35.90984459,-120.2697441,2001,8,26,2
35.92813714,-118.9232176,2001,6,604,10
36.25825696,-118.7797217,2001,10,138,Prescribed Burn
36.33601395,-118.8673732,2001,10,1194,Prescribed Burn
36.39475668,-121.4793948,2001,10,938,Prescribed Burn
36.41767527,-118.6709269,2001,9,509,1
36.46106544,-119.1428692,2001,6,21,11
36.56099792,-118.768213,2001,6,164,Prescribed Burn
36.57311423,-119.0186646,2001,6,54,7
36.58643728,-118.7552598,2001,10,125,Prescribed Burn
36.59254112,-118.7490897,2001,9,49,Prescribed Burn
36.65758382,-121.3645909,2001,10,1418,Prescribed Burn
36.67797049,-119.3016087,2001,6,27,2
36.70602711,-119.2480059,2001,5,54,2
36.75811611,-121.1605115,2001,6,326,7
36.75906614,-119.3787103,2001,5,15,11
36.78179603,-119.0873607,2001,7,4151,7
36.78858927,-118.6325343,2001,11,1,Prescribed Burn
36.79362118,-119.3950333,2001,7,14,11
36.89598758,-119.5225497,2001,8,9,11
36.93391638,-118.6577246,2001,7,9,1
36.95890289,-118.7008339,2001,7,2213,1
37.01911403,-119.4066239,2001,7,49,11
37.04359324,-119.4887313,2001,6,15,7
37.18454305,-122.2380584,2001,11,447,Prescribed Burn
37.18894644,-119.3013292,2001,8,210,12
37.22179476,-120.8306946,2001,6,1797,14
37.26576754,-119.4809892,2001,8,4131,2
37.42304432,-121.3465413,2001,8,491,14
37.45109338,-121.4718495,2001,10,485,Prescribed Burn
37.57023388,-121.6969088,2001,8,118,2
37.63345955,-119.9251651,2001,7,718,7
37.65196134,-120.4849247,2001,7,41,7
37.70821877,-119.3843168,2001,7,40,1
37.72599733,-119.6262076,2001,11,11,Prescribed Burn
37.72631494,-119.6181593,2001,6,8,Prescribed Burn
37.77186597,-118.853534,2001,7,2714,1
37.77412392,-120.2361926,2001,8,11095,7
37.78466595,-120.4689002,2001,5,98,8
37.82125611,-119.268156,2001,8,15,1
37.82844559,-119.2737386,2001,8,18,1
37.85140672,-119.6228861,2001,9,7,1
37.87205462,-120.8330307,2001,9,165,7
37.89171105,-122.5973533,2001,10,58,Prescribed Burn
37.92638171,-118.9444379,2001,8,5590,1
37.95253651,-122.6025875,2001,10,45,Prescribed Burn
37.95608093,-122.5979307,2001,10,62,Prescribed Burn
37.95895021,-122.6048411,2001,9,112,Prescribed Burn
37.97790279,-122.5282403,2001,6,10,14
38.00934895,-122.4905464,2001,6,17,14
38.07928015,-120.9590837,2001,6,69,7
38.0899517,-122.7559271,2001,6,1,14
38.11255591,-122.8459235,2001,9,80,14
38.11344932,-119.7604399,2001,7,57,1
38.11568454,-120.2656048,2001,1,10,5
38.12803617,-121.0533075,2001,5,124,5
38.15784948,-120.8278421,2001,10,57,Prescribed Burn
38.17812364,-122.6670814,2001,7,19,14
38.17940012,-120.7823958,2001,6,162,4
38.18639821,-120.7702453,2001,7,773,9
38.19285025,-120.3085138,2001,9,14280,14
38.21268843,-120.0100372,2001,8,10,9
38.21903991,-120.619804,2001,8,5188,2
38.23816369,-122.5004083,2001,6,144,7
38.24356435,-120.0601134,2001,5,79,5
38.25597937,-120.0574407,2001,8,185,2
38.25886998,-120.9360049,2001,6,1671,2
38.27163992,-121.1566412,2001,7,526,7
38.31464488,-120.0162758,2001,7,30,1
38.32072348,-120.9307226,2001,8,15,7
38.39596641,-119.7045869,2001,8,8,1
38.41430937,-120.7501449,2001,5,52,Prescribed Burn
38.46065164,-120.8828658,2001,7,547,2
38.46755149,-121.0672665,2001,6,23,Prescribed Burn
38.47144991,-120.2588301,2001,10,579,4
38.48727916,-120.5091854,2001,6,76,Prescribed Burn
38.50396196,-120.5490745,2001,11,48,Prescribed Burn
38.50428067,-120.491277,2001,6,332,Prescribed Burn
38.50875117,-120.4988723,2001,10,15,Prescribed Burn
38.51122885,-120.4909345,2001,10,27,Prescribed Burn
38.51136525,-121.0478353,2001,7,11,8
38.51285408,-121.0995827,2001,6,687,2
38.51993409,-120.4541107,2001,6,21,Prescribed Burn
38.528345,-120.9570296,2001,6,33,2
38.53389651,-120.9476997,2001,5,33,5
38.53488012,-120.4547546,2001,5,21,Prescribed Burn
38.53840888,-121.0559447,2001,7,55,7
38.53981116,-120.4641789,2001,11,35,Prescribed Burn
38.5456306,-120.4738497,2001,11,17,Prescribed Burn
38.60982543,-120.9169823,2001,6,67,2
38.61253618,-121.0585986,2001,7,302,9
38.61934594,-120.7953317,2001,7,35,2
38.66146353,-122.6720945,2001,5,198,5
38.69236114,-121.0698748,2001,7,80,14
38.69960974,-121.0439401,2001,7,10,2
38.70158726,-121.0832749,2001,10,8,Prescribed Burn
38.72750045,-120.5531286,2001,1,5,Prescribed Burn
38.73179827,-120.5594044,2001,10,8,Prescribed Burn
38.73392037,-120.5607696,2001,10,24,Prescribed Burn
38.73484681,-120.5573416,2001,10,15,Prescribed Burn
38.73742213,-120.5557841,2001,5,17,Prescribed Burn
38.7375091,-120.5571409,2001,5,4,Prescribed Burn
38.7469964,-120.5541831,2001,11,46,Prescribed Burn
38.80553671,-120.8807028,2001,8,99,14
38.82168395,-121.323512,2001,9,1427,9
